timestamp_start,timestamp_end,speaker,text
04:57,04:58,SPEAKER_02,Yes.
04:58,04:59,SPEAKER_02,"That will, first criteria."
04:59,05:03,SPEAKER_02,"So, this criteria will you be helping us in understanding like what business should we."
05:03,05:04,SPEAKER_02,Be filtering?
05:04,05:05,SPEAKER_02,"Again, again, again, again."
05:05,05:16,SPEAKER_02,"So, you told, you told, right, we need to segregate the customers based on business."
05:16,05:17,SPEAKER_01,Wise.
05:17,05:18,SPEAKER_02,Okay.
05:18,05:19,SPEAKER_02,And identify only the plastic segments.
05:20,05:23,SPEAKER_01,"Yeah, plastic customers and the BBD customers."
05:23,05:24,SPEAKER_02,"BBD customers, correct?"
05:24,05:25,SPEAKER_02,"Yes, correct."
05:25,05:30,SPEAKER_02,"This, these two, how to identify, will you be able to help us with one?"
05:30,05:33,SPEAKER_01,"Segment wise, segment wise, segment wise, class code segment."
05:33,05:34,SPEAKER_01,"Oh, class code."
05:34,05:35,SPEAKER_01,Yeah.
05:35,05:36,SPEAKER_02,Name class code.
05:36,05:39,SPEAKER_02,"So, you will be providing us the name class code, correct?"
05:39,05:42,SPEAKER_01,"Yeah, it is there in the ITC, we will show you."
05:42,05:43,SPEAKER_02,"Okay, got it."
05:43,05:44,SPEAKER_02,Okay.
05:44,05:46,SPEAKER_02,Name class code is based on the first we will identify.
05:46,05:47,SPEAKER_02,Yeah.
05:47,05:51,SPEAKER_02,"And we will be checking whether, whether the customer are having liability."
05:51,05:52,SPEAKER_02,Yes.
05:52,05:53,Unknown,Correct?
05:53,05:57,SPEAKER_01,"If the customer is having liabilities, we will not take any action, we will segregate."
05:57,05:58,SPEAKER_01,This data.
05:58,05:59,SPEAKER_02,"Okay, got it."
05:59,06:00,SPEAKER_02,We will remove it.
06:00,06:01,SPEAKER_02,"Okay, we will remove that."
06:01,06:02,SPEAKER_02,Okay.
06:02,06:03,SPEAKER_02,Yes.
06:03,06:04,SPEAKER_02,Remove the customers with the liability.
06:04,06:05,SPEAKER_02,Yes.
06:05,06:06,SPEAKER_02,Okay.
06:06,06:07,SPEAKER_02,Yeah.
06:07,06:08,SPEAKER_02,"Then the rest of the customers, you will be sending to BBD."
06:08,06:09,SPEAKER_02,"So, this is."
06:09,06:13,SPEAKER_01,"For BBD customers, we are sending to BBD and for the retail customers, we are sending."
06:13,06:14,SPEAKER_01,To the retails.
06:14,06:15,SPEAKER_01,Understood.
06:15,06:16,SPEAKER_02,"So, this is."
06:16,06:17,SPEAKER_01,"So, the first, first alert will be."
06:17,06:18,SPEAKER_01,"Yeah, please, please."
06:18,06:19,SPEAKER_01,"So, this is where the, our first alert, right?"
06:19,06:20,SPEAKER_02,"So, we need to generate this report."
06:20,06:21,SPEAKER_02,Yeah.
06:21,06:22,SPEAKER_02,"That is the first thing, right?"
06:22,06:23,SPEAKER_02,"First, yeah, first alert and report that, okay, the first working day of the month that."
06:23,06:24,SPEAKER_02,This is the report is due to share with the business.
06:24,06:25,SPEAKER_02,"Okay, got it."
06:25,06:26,SPEAKER_01,"So, it has to be sent to you only monthly once, correct?"
06:26,06:27,SPEAKER_01,"Yes, correct."
06:27,06:28,SPEAKER_01,Monthly once.
06:28,06:29,SPEAKER_01,Of the month.
06:29,06:30,SPEAKER_01,"And this details we need to get it from the ITC system, right?"
06:30,06:31,SPEAKER_01,To identify.
06:31,06:32,SPEAKER_01,Yes.
06:32,06:33,SPEAKER_01,Okay.
06:33,06:34,SPEAKER_01,Okay.
06:34,06:35,SPEAKER_02,Okay.
06:35,06:36,SPEAKER_02,Okay.
06:36,06:37,SPEAKER_02,Okay.
06:37,06:38,SPEAKER_02,Okay.
06:38,06:39,SPEAKER_02,Okay.
06:39,06:40,SPEAKER_01,Okay.
06:40,06:41,SPEAKER_01,Okay.
06:41,06:42,SPEAKER_01,Okay.
06:42,06:43,SPEAKER_02,Okay.
06:43,06:44,SPEAKER_02,Okay.
06:44,06:45,SPEAKER_02,Okay.
06:45,06:46,SPEAKER_02,"So, I need to register it in your IT system, right?"
06:46,06:47,SPEAKER_01,To identify….
06:47,06:48,SPEAKER_01,We have a report.
06:48,06:49,SPEAKER_01,We have a report.
06:49,06:50,SPEAKER_01,"If you want, I will share the report with you."
06:50,06:51,SPEAKER_02,Even though if you have….
06:51,06:52,SPEAKER_02,"Yeah, yeah, yeah."
06:52,06:53,SPEAKER_01,"I will, from ethics, you will get from the ethics history."
06:53,06:54,SPEAKER_01,Customer history.
06:54,06:55,SPEAKER_01,Yes.
06:55,06:56,SPEAKER_01,"Ah, that is, that is what."
06:56,06:57,SPEAKER_02,"I have, that is what I have."
06:57,06:58,SPEAKER_02,Okay.
06:58,06:59,SPEAKER_02,"So, from ethics, you want it."
06:59,07:00,SPEAKER_02,Okay.
07:00,07:01,Unknown,Yeah.
07:01,07:07,SPEAKER_02,"And one more note is, so, based on the customer segment, we need to be sending it to the respective."
07:07,07:08,SPEAKER_02,"Team members, correct?"
07:08,07:09,SPEAKER_02,Correct.
07:09,07:10,SPEAKER_02,"Okay, got it."
07:10,07:11,SPEAKER_02,"So, this is the first check."
07:11,07:12,SPEAKER_02,Yes.
07:12,07:13,SPEAKER_02,On this one.
07:13,07:14,SPEAKER_01,Okay.
07:14,07:15,SPEAKER_02,Okay.
07:15,07:16,SPEAKER_02,Is it a beneficial account?
07:16,07:17,SPEAKER_02,Beneficial account….
07:17,07:18,SPEAKER_01,"I mean, it was a venir account right."
07:18,07:19,SPEAKER_01,Yeah.
07:19,07:20,SPEAKER_01,Okay.
07:20,07:22,SPEAKER_02,"Liability is any type or financial account, right?"
07:22,07:29,SPEAKER_01,"Yeah, any financial account is get under the rent."
07:29,07:30,SPEAKER_02,Understood.
07:30,07:31,SPEAKER_02,That is open?
07:31,07:32,SPEAKER_01,Any financial….
07:32,07:33,SPEAKER_01,"Yeah, yeah, yeah."
07:33,07:34,SPEAKER_02,"Open, open, open."
07:34,07:35,SPEAKER_02,"Actually, active, active in financial account."
07:35,07:39,SPEAKER_02,"Active financial account, then really, we will be filming in orm and then some photos."
07:39,07:40,SPEAKER_02,Financial account or covered card.
07:40,07:41,SPEAKER_02,Oh.
07:41,07:42,SPEAKER_02,"Financial account or covered card, okay."
07:42,07:43,SPEAKER_02,"And this we, cover card details, we be checking."
07:44,07:45,SPEAKER_02,Yes.
07:45,07:46,SPEAKER_02,"I mean, for covered card, we will check in prime and for any financial account, we will."
07:46,07:47,SPEAKER_01,Check in ethic system.
07:47,07:48,SPEAKER_02,Correct.
07:48,07:49,SPEAKER_02,"And if any of them are linked, we will not consider those customers."
07:49,07:50,SPEAKER_02,"Rest of the customers, we will have to send it to the respective bank."
07:50,07:51,SPEAKER_02,Correct.
07:51,07:52,SPEAKER_02,Okay.
07:52,07:53,SPEAKER_02,And….
07:53,07:54,SPEAKER_02,"This is the first check, right?"
07:54,07:55,SPEAKER_02,"This is the first check, okay."
07:55,07:56,SPEAKER_02,"First day of the month, we are doing this one."
07:56,07:57,SPEAKER_02,"First day of the month, okay."
07:57,07:58,SPEAKER_02,Yes.
07:58,07:59,SPEAKER_02,Then….
07:59,08:00,Unknown,Then we will share this data with the business.
08:00,08:01,Unknown,Okay.
08:01,08:02,SPEAKER_02,Okay.
08:02,08:03,SPEAKER_02,Okay.
08:03,08:04,SPEAKER_01,Okay.
08:04,08:05,SPEAKER_02,Okay.
08:05,08:06,SPEAKER_02,Okay.
08:06,08:07,SPEAKER_02,Okay.
08:07,08:08,SPEAKER_01,Okay.
08:08,08:09,SPEAKER_01,Okay.
08:09,08:10,SPEAKER_01,Okay.
08:10,08:11,SPEAKER_01,Okay.
08:11,08:12,SPEAKER_01,Okay.
08:12,08:13,SPEAKER_01,Okay.
08:13,08:14,SPEAKER_01,"After 10 days, it will go to display to the business and we will wait for 10 days."
08:14,08:15,SPEAKER_01,Okay.
08:15,08:16,SPEAKER_01,"After 10 days, the business has to respond to us."
08:16,08:17,SPEAKER_01,Okay?
08:17,08:18,SPEAKER_01,"Then these account, will you keep it and all our accounts will go to close."
08:18,08:19,SPEAKER_01,Okay.
08:19,08:20,SPEAKER_01,"After 10 days, an alert will be generated, okay, that the business has to respond that."
08:20,08:21,SPEAKER_01,Oh ... sorry….
08:21,08:25,SPEAKER_01,"After 10 days, what we should do?"
08:25,08:28,SPEAKER_01,How we should do?
08:28,08:30,SPEAKER_01,By CND.
08:30,08:31,SPEAKER_01,How ?
08:31,08:34,SPEAKER_01,By Credit Card.
08:34,08:41,SPEAKER_01,Credit Card is used for verification.
08:41,08:42,SPEAKER_02,Okay.
08:43,08:45,SPEAKER_02,Okay.
08:45,08:49,SPEAKER_02,"After 10 days, will we send an alert?"
08:49,08:50,SPEAKER_02,An alert.
08:50,08:51,SPEAKER_02,Auto-alert.
08:51,08:52,SPEAKER_02,Okay.
08:52,08:53,Unknown,"Should be sent by us, is it?"
08:53,08:54,SPEAKER_01,Or like what is normally there?
08:54,08:55,SPEAKER_01,You will see that 10 days completed.
08:55,08:56,SPEAKER_01,We have to receive after 10 days we will send this.
08:56,08:57,SPEAKER_01,"See, what kind of alert I will tell you."
08:57,08:58,SPEAKER_01,"Once the 10 days completed, 11th day we will share the data to the SMS banking for all."
08:58,08:59,SPEAKER_01,The closed accounts we have to.
08:59,09:00,SPEAKER_01,We will send the notification for all the accounts which we have to close it.
09:00,09:01,SPEAKER_01,Okay.
09:01,09:02,SPEAKER_01,That's it.
09:02,09:03,SPEAKER_01,Then it will go to the system and it will send the notification to the system.
09:03,09:04,SPEAKER_01,And then it will send the notification to the system.
09:04,09:05,SPEAKER_01,Okay.
09:05,09:06,SPEAKER_01,"After 10 days, we will send this."
09:06,09:07,SPEAKER_01,"See, what kind of alert I will tell you."
09:07,09:08,SPEAKER_01,"Once the 10 days completed, 11th day we will send the notification for all the closed accounts."
09:08,09:09,SPEAKER_01,We have to.
09:09,09:10,SPEAKER_01,We will send the notification for all the accounts which we have to close it.
09:10,09:11,SPEAKER_01,Okay.
09:11,09:12,SPEAKER_01,"So, the alert will be that please share the data with the SMS banking team for the customer."
09:12,09:13,SPEAKER_01,Notification.
09:13,09:14,SPEAKER_02,Not able to understand this one.
09:14,09:15,SPEAKER_01,"So, this is like more like a reminder mail, is it?"
09:15,09:16,SPEAKER_01,"Yeah, reminder, reminder."
09:16,09:17,SPEAKER_01,"Yeah, yeah."
09:17,09:18,SPEAKER_01,Okay.
09:18,09:19,SPEAKER_01,Okay.
09:19,09:20,SPEAKER_01,Okay.
09:20,09:21,SPEAKER_01,Okay.
09:21,09:22,SPEAKER_01,Okay.
09:22,09:23,SPEAKER_01,Okay.
09:23,09:24,Unknown,Okay.
09:24,09:25,Unknown,Okay.
09:25,09:26,SPEAKER_02,Okay.
09:26,09:27,SPEAKER_02,Okay.
09:27,09:28,SPEAKER_02,Okay.
09:28,09:29,Unknown,Okay.
09:29,09:30,SPEAKER_02,Okay.
09:30,09:31,SPEAKER_02,Okay.
09:31,09:32,SPEAKER_02,Okay.
09:32,09:33,SPEAKER_02,Okay.
09:33,09:34,SPEAKER_02,Okay.
09:34,09:35,SPEAKER_02,Okay.
09:35,09:36,SPEAKER_01,Okay.
09:36,09:37,SPEAKER_01,Sorry.
09:37,09:38,SPEAKER_02,You have to reschedule this now.
09:38,09:39,SPEAKER_02,Yeah.
09:39,09:41,SPEAKER_02,"Oh, reminder mail so that you know you will send this consolidate list to the SMS team?"
09:41,09:42,SPEAKER_02,Correct.
09:42,09:43,SPEAKER_01,I meant every month like by default you want...
09:43,09:44,SPEAKER_02,"By default, yeah, yeah."
09:44,09:46,SPEAKER_02,"Yeah, yeah."
09:46,09:47,SPEAKER_02,Yes.
09:47,09:48,SPEAKER_01,This is the control.
09:48,09:49,SPEAKER_01,Allow it.
09:49,09:51,SPEAKER_01,Allow değil.
09:51,09:52,Unknown,Understood.
09:52,09:56,SPEAKER_02,"I mean there won't be any records, really no customer?"
09:56,09:57,SPEAKER_02,There will be.
09:57,09:59,SPEAKER_02,"Yes, yes."
09:59,10:00,SPEAKER_02,Yes.
10:00,10:01,SPEAKER_01,Excellent.
10:00,10:04,SPEAKER_01,Sure there will be no record because you do not know which account is there or anything.
10:04,10:11,SPEAKER_04,Business team understood. Business team to send the consolidated report to the SMS team.
10:11,10:16,SPEAKER_01,"Yes, to us. Send the report to us. Yeah, we will send it to you but with the."
10:16,10:21,SPEAKER_04,Content that you know you have to send the consolidated email to the SMS team.
10:21,10:28,SPEAKER_04,"Yes, correct. Okay, got it. And any other check as part of this one?"
10:28,10:35,SPEAKER_01,"No. No checks? No checks. Okay, after that once you send the communication."
10:35,10:41,SPEAKER_01,"Exactly after 60 calendar days. 60 calendar days, okay. Yes, after 60 calendar days."
10:41,10:49,SPEAKER_01,There should be alert that account is due for closure. Again a reminder mail?
10:49,10:57,SPEAKER_03,"Yes. Reminder mail, what is that reminder mail?"
10:57,11:01,SPEAKER_01,Reminder mail accounts are due for closure for foreign border checks.
11:01,11:08,SPEAKER_04,"Accounts are due for courier? Courier, courier. For closing purpose."
11:08,11:14,SPEAKER_01,"See, once we are communicating with the customer, we will wait for 60 days."
11:14,11:21,SPEAKER_04,"Okay. After 60 days we will close the account. Oh, okay. So, how are you telling that."
11:21,11:31,SPEAKER_04,"Accounts are due for? Closure. Closure, okay, got it. Reminder mail will be sent to you."
11:31,11:37,SPEAKER_04,Got it. This has to be done after 60 calendar days. Got it. Okay. Correct.
11:37,11:55,SPEAKER_02,Anything else? One second. This is something else.
11:56,12:03,SPEAKER_01,"So, you are saying something closer to me or? Is it okay, is it enough for account closure."
12:03,12:09,SPEAKER_00,"Or something else you want to add? For account closure, these many checks are okay, right,."
12:09,12:16,SPEAKER_04,"From your side, from the business side. Yeah. I have one doubt here. So, after 60 days."
12:17,12:27,SPEAKER_04,"You are telling, right, after 60 days, okay, but so it has to be like for example, let me take May 1,."
12:27,12:33,SPEAKER_04,"It's like May 1, we will have to send you all the account information which has to be closed."
12:33,12:39,SPEAKER_04,"Correct. After 10th, like 10th, you will have to get a reminder mail, correct? Yes."
12:40,12:49,SPEAKER_04,"So, then 60 days meaning, from 10th, 60 days or from like 1, 60 days? 60 days, not 1, 60, 6, 0."
12:49,12:55,SPEAKER_01,"No, no, no, from the date 1 or? From 10th, from the sending of message. Got it."
12:55,13:00,SPEAKER_01,"From day 11, from day 11, you can say. Right, from here, then 60 days probably it will,."
13:00,13:06,SPEAKER_04,"May, then June will complete and then by July 10, you will want a reminder for this one."
13:06,13:14,SPEAKER_04,"Yes. For the mail that was sent. Account closing. June. So, similarly, like it's like for every,."
13:14,13:22,SPEAKER_04,"Can we fix like this, every month on 10th, we will have to send you a reminder mail, you know,."
13:22,13:29,SPEAKER_04,"Telling that you need to close this. How does this work? Madhu, Madhu, I will explain to you."
13:30,13:38,SPEAKER_01,"For example, I am telling you one thing. Today, like this month, last month, last month, June,."
13:38,13:43,SPEAKER_01,"When the day started, day starts from Sunday. Sunday is not a working day. Okay."
13:43,13:49,SPEAKER_01,"So, here, the alert will be generated on 2nd. The working day is Monday. Okay."
13:49,13:58,SPEAKER_01,"So, today, if it's 2nd, if you will share with the business on the 2nd, then 2, 3, 4, 5, 6, 7, 8, 9, 10."
13:58,14:06,SPEAKER_01,"11th will be the 10 days. Understood. Correct? So, the 12th, you will receive the reminder."
14:06,14:15,SPEAKER_01,That it is due for the SMS notification. Got it. Okay. It is due for the SMS notification.
14:16,14:21,SPEAKER_01,"So, 12th. So, from 12th, 13th, 14th, 15th, 16th, 17th, half-way to 16th is completed."
14:21,14:28,SPEAKER_01,"So, on the 16th, 61st day, you will remind us that account is due for clear."
14:28,14:35,SPEAKER_04,"Understood. So, the thing is, in between this timeline, there will be 2 more requests coming in, right?"
14:35,14:42,SPEAKER_04,"Yes. So, this request, but after 16th, it has to be, it has to be referring to…."
14:42,14:45,SPEAKER_04,For the month of June. You have decided the September month of June.
14:45,14:52,SPEAKER_04,"Got it. Understood. Yeah, this is what I wanted to understand."
14:52,14:54,SPEAKER_04,Yes. For the month of June.
14:54,15:03,SPEAKER_04,"Understood. Yeah, we will, maybe we will give a request ID and then, you know, mention that, you know, this one has to be done."
15:03,15:05,SPEAKER_04,"Like that, we will… Yeah, yeah."
15:05,15:09,SPEAKER_04,"Understood. Understood. So, that is all, right?"
15:09,15:16,SPEAKER_04,"So, it is like one, one, one mail with the anomalies, like the list of anomalies and then, two reminder mails."
15:16,15:18,SPEAKER_01,"Yes, correct. Okay."
15:21,15:23,SPEAKER_04,Okay. Can we go to the next one?
15:23,15:26,SPEAKER_01,"Next one, yes. Can you please minimize this one, this name?"
15:26,15:27,SPEAKER_01,Sure.
15:30,15:32,SPEAKER_01,"Remove this number, please, also."
15:32,15:33,SPEAKER_01,This one?
15:34,15:36,SPEAKER_01,"Yeah, here, the account maintenance."
15:36,15:47,SPEAKER_01,"If any changes happen, it is done on the name is fully got changed, EID number fully got changed, date of birth is fully got changed."
15:47,15:52,SPEAKER_01,"In case of non-resident, number is still available."
15:52,15:55,SPEAKER_01,"In case of non-resident, EID number is still available."
15:55,15:58,SPEAKER_01,"In case of non-resident, EID not got updated."
15:58,16:00,SPEAKER_01,"In case of resident, AMOC ID not got updated."
16:00,16:09,SPEAKER_01,"So, each this request, once the request is got completed on the BPM, the next day, we will receive this alerts."
16:09,16:17,SPEAKER_01,"Then, these are the names, where the name is fully got changed or the EID number is got changed or date of birth is got changed."
16:20,16:25,SPEAKER_04,"Okay. I mean, you want to have the list of all the requests that is coming in the BPM?"
16:25,16:26,SPEAKER_04,Yes.
16:26,16:28,SPEAKER_04,What do you mean it is not completed like that?
16:28,16:34,SPEAKER_01,"No, it is coming, it is completed in the month. Any changes done on the name? Any changes done on the date of birth?"
16:34,16:37,SPEAKER_00,"This is not from BPM, Madhu."
16:37,16:38,SPEAKER_00,From the ethics?
16:38,16:44,SPEAKER_00,"This is from ethics. So, basically, let us say, you have a third name, which is there, Nadeep, okay?"
16:44,16:45,SPEAKER_00,Okay.
16:46,16:54,SPEAKER_00,"By mistake or oversight, somebody or some of the team have changed your name from Madhusree to something else."
16:54,16:55,SPEAKER_01,Okay.
16:55,17:00,SPEAKER_00,"Or somebody have changed your MRIC ID number, which is your band number, let us say."
17:00,17:04,SPEAKER_00,"Then, they have entirely changed your date of birth or your residency."
17:04,17:09,SPEAKER_00,You are resident before in UAE and you became non-resident.
17:09,17:12,SPEAKER_00,"That means, your MRIC ID is invalid. So, that has to be removed."
17:12,17:17,SPEAKER_00,"If it is still present, then that should come as an alert as well or vice versa."
17:17,17:20,SPEAKER_00,"So, these all items, we are putting as a checkpoint."
17:20,17:24,SPEAKER_00,This is not a request coming out from BPM.
17:24,17:27,SPEAKER_00,This is a sole scenario what is happening in ethics.
17:27,17:36,SPEAKER_00,"Based on some action happening in surrounding system, it could be from BPM, it could be directly happening in ethics due to some access issue."
17:37,17:39,SPEAKER_00,What is the scenario?
17:39,17:41,SPEAKER_04,All understood.
17:41,17:43,SPEAKER_04,"Okay, got it."
17:43,17:46,SPEAKER_04,"And one more thing, what is this?"
17:46,17:51,SPEAKER_04,"Change should be happening in these ways, okay?"
17:51,17:55,SPEAKER_04,What is this in case of non-resident EID number is still available?
17:55,17:57,SPEAKER_00,That is what I told you.
17:57,18:00,SPEAKER_00,"Let us say, you were previously a resident of UAE."
18:00,18:04,SPEAKER_00,"That means, MRIC ID number will be registered for you, right?"
18:04,18:09,SPEAKER_00,"So, once you are moving out of UAE, cancelling your residency and stuff."
18:09,18:13,SPEAKER_00,"Then, as an ADI BAM, we are receiving the request."
18:13,18:20,SPEAKER_00,"If they are changing your resident seat and non-resident, then they are liable to change or remove your MRIC ID from that field itself."
18:20,18:27,SPEAKER_00,"If it is still present while you are being a non-resident, then some incorrect parameters are available in system itself."
18:27,18:29,SPEAKER_00,Okay.
18:29,18:39,SPEAKER_04,"So, should we directly check in the ethics system or should we track the request coming into the system and from there should we check?"
18:39,18:41,SPEAKER_00,"No, directly in ethics."
18:41,18:42,SPEAKER_00,Okay.
18:42,18:48,SPEAKER_04,"Then, say for example, directly in ethics, it will be like, say for my name Madhushri, it will be tagged to non-resident."
18:48,18:54,SPEAKER_04,"I will have to, all the customers who are tagged to non-resident will verify if the EID number is there or not."
18:54,18:55,SPEAKER_00,"Correct, correct."
18:55,19:03,SPEAKER_00,"If it is there, then you should get an alert saying that these many customers are new resident while MRIC ID is being available in the system."
19:03,19:06,SPEAKER_04,"That scenario is also possible, is it?"
19:06,19:08,SPEAKER_00,"Yeah, it is possible."
19:08,19:21,SPEAKER_04,"My question is, when it is getting changed to non-resident, then still EID number would have been, by mistake, will it be available?"
19:21,19:29,SPEAKER_00,"Yeah, by mistake. Ideally, when they are changing from resident to non-resident, they are supposed to remove the MRIC ID itself from the system."
19:29,19:34,SPEAKER_00,"If it is still present, then that is against the policy of patent."
19:34,19:36,SPEAKER_02,"Understood, got it."
19:36,19:37,SPEAKER_00,Okay.
19:39,19:45,SPEAKER_00,"And even vice versa, resident customer..."
19:46,19:47,SPEAKER_04,Okay.
19:47,19:48,SPEAKER_00,Sorry?
19:48,19:51,SPEAKER_04,"If it is a resident, then EID should be there."
19:51,19:52,SPEAKER_04,EID should be there.
19:52,20:00,SPEAKER_00,"Exactly. If it is not there, then that also should come alert to call the exchange saying that one guy is a resident but MRIC ID is not there."
20:00,20:28,SPEAKER_00,"So the thing is to perform these checks right, we are not getting any of the PI information,."
20:28,20:35,SPEAKER_00,"The customer's information into our lower environment, so not sure how we will be doing."
20:35,20:40,SPEAKER_00,"These checks, like whether EAD's number is still available or not like that."
20:40,20:46,SPEAKER_01,"How are you doing the ICD-15 alert, transaction posted in high risk account, is there a clean."
20:46,20:47,SPEAKER_01,At this rate?
20:47,20:48,SPEAKER_01,How you guys are doing that?
20:48,20:53,SPEAKER_00,"That doesn't involve any particular information right, customer's information, there we are."
20:53,20:57,SPEAKER_00,"Checking whether the account is active or dormant or diseased like that, that is…."
20:57,21:02,SPEAKER_01,"No, no, no, no, you are also checking whether transactions are happening and accounts are."
21:02,21:03,SPEAKER_01,Also not right?
21:03,21:06,SPEAKER_00,"Account information, yes, we will be getting the same."
21:06,21:07,SPEAKER_00,"See, customer speaking…."
21:07,21:10,SPEAKER_01,"Oh, you mean to say, you mean to say customer data."
21:10,21:11,SPEAKER_00,"Oh, yeah."
21:11,21:12,SPEAKER_00,Customer's information.
21:12,21:13,SPEAKER_00,"Yeah, yeah."
